doc;page;line;year;match;prefix;gram;person;number;mood;tempus;auxiliar;g_kat;lemma;sem;status;rektion;object;obj_case;pr_obj;adverb;adverb_tmp;adverb_mod;adjunct;belebt;negation;conjunction;clause;context;phenomenon;comment;trans;translator;trans_anm
Orosius;3.07,11;788;900;bædon;0;3.pl.ind.prt.;3;pl;ind;prt;-;prt;biddan;;sem;;dassSatz;;;;;;;;0;;HS;þa sendon hie to Læcedemonium \& #bædon# þæt hie gefriend| wurden , þeh hie ær longe gefiend wæren , \& bædon| þæt hie ealle gemænelice cunnoden , mehten hi heora| gemænan fiend him from adon .;;;They then sent to the Spartans and asked them to be their allies, though they had long been enemies, and urged that they should all strive together to rid themselves of their common enemy.;\cite{Godden2016};
Orosius;3.07,11;789;900;wurden;0;3.pl.ind.prt.;3;pl;ind;prt;-;prt;weorþan;werden;sem;;sub;nom;;;;;ġefrīend;bel;0;biddan;dassSatz;þa sendon hie to Læcedemonium \& bædon þæt hie gefriend| #wurden# , þeh hie ær longe gefiend wæren , \& bædon| þæt hie ealle gemænelice cunnoden , mehten hi heora| gemænan fiend him from adon .;;;They then sent to the Spartans and asked them to be their allies, though they had long been enemies, and urged that they should all strive together to rid themselves of their common enemy.;\cite{Godden2016};
Orosius;3.07,11;789;900;bædon;0;3.pl.ind.prt.;3;pl;ind;prt;-;prt;biddan;;sem;;dassSatz;;;;;;;;0;;HS;þa sendon hie to Læcedemonium \& bædon þæt hie gefriend| wurden , þeh hie ær longe gefiend wæren , \& #bædon#| þæt hie ealle gemænelice cunnoden , mehten hi heora| gemænan fiend him from adon .;;;They then sent to the Spartans and asked them to be their allies, though they had long been enemies, and urged that they should all strive together to rid themselves of their common enemy.;\cite{Godden2016};
Orosius;3.07,11;790;900;mehten;;3.pl.cnj.prt.;3;pl;cnj;prt;-;prt;magan;;modalverb;;;;;;;;;;0;;;þa sendon hie to Læcedemonium \& bædon þæt hie gefriend| wurden , þeh hie ær longe gefiend wæren , \& bædon| þæt hie ealle gemænelice cunnoden , #mehten# hi heora| gemænan fiend him from adon .;;;They then sent to the Spartans and asked them to be their allies, though they had long been enemies, and urged that they should all strive together to rid themselves of their common enemy.;\cite{Godden2016};
Orosius;3.07,11;791;900;gemænan;;a.sg.m.sw.;-;sg;-;-;-;-;ġemǣne;;nomen;;;;;;;;;;;;;þa sendon hie to Læcedemonium \& bædon þæt hie gefriend| wurden , þeh hie ær longe gefiend wæren , \& bædon| þæt hie ealle gemænelice cunnoden , mehten hi heora| #gemænan# fiend him from adon .;;;They then sent to the Spartans and asked them to be their allies, though they had long been enemies, and urged that they should all strive together to rid themselves of their common enemy.;\cite{Godden2016};
Orosius;3.07,11;792;900;getygðedon;ge;3.pl.ind.prt.;3;pl;ind;prt;-;prt;tīþian;;q-hapax;;;;;;;;;;0;;HS;Hie þa sume him #getygðedon# , \& gegaderodon maran monfultum| þonne Philippus hæfde , sume for his ege ne dorstan .;;;Some of them agreed to this and assembled a bigger force than Philip had, some refused out of fear.;\cite{Godden2016};
Orosius;3.07,11;792;900;gegaderodon;ge;3.pl.ind.prt.;3;pl;ind;prt;-;prt;ġegaderian;;fest;;;;;;;;;;0;;HS;Hie þa sume him getygðedon , \& #gegaderodon# maran monfultum| þonne Philippus hæfde , sume for his ege ne dorstan .;;;Some of them agreed to this and assembled a bigger force than Philip had, some refused out of fear.;\cite{Godden2016};
Orosius;3.07,11;793;900;dorstan;;3.pl.ind.prt.;3;pl;ind;prt;-;prt;durran;;modalverb;;;;;;;;;;ne;;;Hie þa sume him getygðedon , \& gegaderodon maran monfultum| þonne Philippus hæfde , sume for his ege ne #dorstan# .;;;Some of them agreed to this and assembled a bigger force than Philip had, some refused out of fear.;\cite{Godden2016};
Orosius;3.07,11;794;900;geþuhte;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;þynċan;inhalt;aspekt;;dassSatz;;dat;;þā;;;;0;;HS;Philippuse #geþuhte# þa þæt he leng mid folcgefeohtum wið| hie ne mehte , ac oftrædlice he wæs mid hloþum| on hi hergende , \& onbutan sierwende oþ hie eft totwæmde| wæron , \& ða on ungearwe on Ahtene mid firde gefor .;;;Philip thought that he could not go on fighting them in big battles, but he repeatedly harried them with small bands and plotted until they were disunited again, and then attacked Athens with an army when they were unprepared.;\cite{Godden2016};
Orosius;3.07,11;795;900;mehte;;3.sg.ind.prt.;3;sg;ind;prt;-;prt;magan;;modalverb;;;;;;;;;;ne;;;Philippuse geþuhte þa þæt he leng mid folcgefeohtum wið| hie ne #mehte# , ac oftrædlice he wæs mid hloþum| on hi hergende , \& onbutan sierwende oþ hie eft totwæmde| wæron , \& ða on ungearwe on Ahtene mid firde gefor .;;;Philip thought that he could not go on fighting them in big battles, but he repeatedly harried them with small bands and plotted until they were disunited again, and then attacked Athens with an army when they were unprepared.;\cite{Godden2016};
Orosius;3.07,11;796;900;hergende;0;prc.prs.act.n.sg.m.st.;-;sg;prc;prs;-;ger;hergian;;aspekt;;;;on+a;;oftrǣdlīċe;;;;0;;HS;Philippuse geþuhte þa þæt he leng mid folcgefeohtum wið| hie ne mehte , ac oftrædlice he wæs mid hloþum| on hi #hergende# , \& onbutan sierwende oþ hie eft totwæmde| wæron , \& ða on ungearwe on Ahtene mid firde gefor .;;;Philip thought that he could not go on fighting them in big battles, but he repeatedly harried them with small bands and plotted until they were disunited again, and then attacked Athens with an army when they were unprepared.;\cite{Godden2016};
Orosius;3.07,11;797;900;gefor;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;faran;motion;gram;;;;on+a;;;;;unbel;0;;HS;Philippuse geþuhte þa þæt he leng mid folcgefeohtum wið| hie ne mehte , ac oftrædlice he wæs mid hloþum| on hi hergende , \& onbutan sierwende oþ hie eft totwæmde| wæron , \& ða on ungearwe on Ahtene mid firde #gefor# .;;;Philip thought that he could not go on fighting them in big battles, but he repeatedly harried them with small bands and plotted until they were disunited again, and then attacked Athens with an army when they were unprepared.;\cite{Godden2016};
Orosius;3.07,11;798;900;wurdon;;3.pl.ind.prt.;3;pl;ind;prt;-;prt;weorþan;;aux;;;;;;;;;;;;;æt þæm cirre #wurdon# Ahteniense swa wælhreowlice forslagen| \& forhiened þæt hie na siþþan nanes anwaldes| hi ne bemætan ne nanes freodomes .;;;On that occasion the Athenians were so savagely slaughtered and crushed that they never afterward had any power or freedom.;\cite{Godden2016};
Orosius;3.07,11;798;900;forslagen;for;3.pl.ind.pperf.vpass.;3;pl;ind;pperf;weorþan;perf;forslēan;;hidden;;adj;nom;;;;;atheniens;bel;;;;æt þæm cirre wurdon Ahteniense swa wælhreowlice #forslagen#| \& forhiened þæt hie na siþþan nanes anwaldes| hi ne bemætan ne nanes freodomes .;;;On that occasion the Athenians were so savagely slaughtered and crushed that they never afterward had any power or freedom.;\cite{Godden2016};
Orosius;3.07,12;801;900;gelædde;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;lǣdan;Feldzug;aspekt;;sub;akk;on+a;;æfter+;;fierd;unbel;0;;HS;æfter þæm Philippus #gelædde# fird on Læcedemonie \& on| Thebane , \& hi miclum tintrade \& bismrade , oþ hie| mid ealle wæron fordon \& forhiened .;;;After that Philip led an army against the Spartans and Thebans, and tormented and humiliated them until they were all utterly defeated and crushed.;\cite{Godden2016};
Orosius;3.07,12;802;900;bismrade;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;bismrian;;prc-only;;;;;;;;;;0;;HS;æfter þæm Philippus gelædde fird on Læcedemonie \& on| Thebane , \& hi miclum tintrade \& #bismrade# , oþ hie| mid ealle wæron fordon \& forhiened .;;;After that Philip led an army against the Spartans and Thebans, and tormented and humiliated them until they were all utterly defeated and crushed.;\cite{Godden2016};
Orosius;3.07,12;805;900;gedon;ge;3.sg.ind.pperf.act.;3;sg;ind;pperf;habban;perf;dōn;faktitiv;aspekt;;;;;;;;;;0;æfter+;tempSatz;æfter þæm þe Philippus hæfde ealle Crecas on his geweald| #gedon# , he sealde his dohtor Alexandre þæm| cyninge his agnum mæge , þe he ær Æpira rice geseald| hæfde .;;;After Philip had extended his power over all the Greeks, he gave his daughter in marriage to his kinsman King Alexander, to whom he had given the kingdom of Epirus.;\cite{Godden2016};
Orosius;3.07,12;805;900;sealde;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;sellan;;aspekt;;sub;akk;dat;;æfter…;;dohtor;bel;0;;HS;æfter þæm þe Philippus hæfde ealle Crecas on his geweald| gedon , he #sealde# his dohtor Alexandre þæm| cyninge his agnum mæge , þe he ær Æpira rice geseald| hæfde .;;;After Philip had extended his power over all the Greeks, he gave his daughter in marriage to his kinsman King Alexander, to whom he had given the kingdom of Epirus.;\cite{Godden2016};
Orosius;3.07,12;806;900;geseald;ge;3.sg.ind.pperf.act.;3;sg;ind;pperf;habban;perf;sellan;;aspekt;;sub;akk;þe;;ǣr;;rīċe;unbel;0;þe;relSatz;æfter þæm þe Philippus hæfde ealle Crecas on his geweald| gedon , he sealde his dohtor Alexandre þæm| cyninge his agnum mæge , þe he ær Æpira rice #geseald#| hæfde .;;;After Philip had extended his power over all the Greeks, he gave his daughter in marriage to his kinsman King Alexander, to whom he had given the kingdom of Epirus.;\cite{Godden2016};
Orosius;3.07,12;809;900;sellan;0;inf.;-;-;inf;prs;-;inf;sellan;;aspekt;willan;sub;akk;dat;;;;dohtor;bel;0;þe;relSatz;þa on ðæm dæge plegedon hie of horsum , ægþer ge| Philippus ge Alexander , þe he his dohtor him #sellan#| wolde , ge Alexander his agen sunu , swa heora þeaw æt| swelcum wæs , \& eac monige oþere mid him .;;;"On that day; they were participating in sports on horseback-Philip and the Alexander to whom he was giving his daughter and Alexander his own son -as the custom was on such occasions, and many others with them.";\cite{Godden2016};
Orosius;3.07,12;810;900;wolde;;3.sg.ind.prt.;3;sg;ind;prt;-;prt;willan;;modalverb;;;;;;;;;;0;;;þa on ðæm dæge plegedon hie of horsum , ægþer ge| Philippus ge Alexander , þe he his dohtor him sellan| #wolde# , ge Alexander his agen sunu , swa heora þeaw æt| swelcum wæs , \& eac monige oþere mid him .;;;"On that day; they were participating in sports on horseback-Philip and the Alexander to whom he was giving his daughter and Alexander his own son -as the custom was on such occasions, and many others with them.";\cite{Godden2016};
Orosius;3.07,12;812;900;gebyrede;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;ġebyrian;;fest;;;;;;;;;;0;þā;tempSatz;þa Philippuse #gebyrede# þæt he for ðæm plegan ut of ðæm| monweorode arad , þa mette hiene his ealdgefana| sum , \& hiene ofstang .;;;It so happened that Philip rode out of the troop in the course of the sport, and one of his old enemies encountered him and stabbed him to death.;\cite{Godden2016};
Orosius;3.07,12;813;900;mette;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;mētan;;?;;prn;akk;;;þā…;;hine;bel;0;;HS;þa Philippuse gebyrede þæt he for ðæm plegan ut of ðæm| monweorode arad , þa #mette# hiene his ealdgefana| sum , \& hiene ofstang .;;;It so happened that Philip rode out of the troop in the course of the sport, and one of his old enemies encountered him and stabbed him to death.;\cite{Godden2016};
Orosius;3.07,13;815;900;nat;0;1.sg.ind.prs.;1;sg;ind;prs;-;prs;witan;inhalt;sem;;kausSatz;;;;;;for+;;ne;;HS;Ic #nat# , cwæð Orosius , for hwi eow Romanum sindon þa ærran| gewin swa wel gelicad \& swa lustsumlice on| leoðcwidum to gehieranne , \& for hwy ge þa tida swelcra| broca swa wel hergeað , \& nu , þeh eow lytles| hwæt swelcra gebroca on becume , þonne gemænað ge hit to| þæm wyrrestan tidum , \& magon hie swa hreowlice| wepan swa ge magon þara oþra bliþelice hlihhan .;;;I don't know why you Romans, said Orosius, take so much pleasure in the old wars and so enjoy hearing about them in poems, and why you praise so extravagantly those times with all these afflictions, and now if you suffer just a little of such troubles then you moan about it as being the worst of times, and can weep over them as miserably as you cheerfully laugh over the others.;\cite{Godden2016};
Orosius;3.07,13;815;900;cwæð;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;cweþan;inhalt;sem;;;;;;;;;;0;;inquit;Ic nat , #cwæð# Orosius , for hwi eow Romanum sindon þa ærran| gewin swa wel gelicad \& swa lustsumlice on| leoðcwidum to gehieranne , \& for hwy ge þa tida swelcra| broca swa wel hergeað , \& nu , þeh eow lytles| hwæt swelcra gebroca on becume , þonne gemænað ge hit to| þæm wyrrestan tidum , \& magon hie swa hreowlice| wepan swa ge magon þara oþra bliþelice hlihhan .;;;I don't know why you Romans, said Orosius, take so much pleasure in the old wars and so enjoy hearing about them in poems, and why you praise so extravagantly those times with all these afflictions, and now if you suffer just a little of such troubles then you moan about it as being the worst of times, and can weep over them as miserably as you cheerfully laugh over the others.;\cite{Godden2016};
Orosius;3.07,13;815;900;sindon;;3.pl.ind.prs.;3;pl;ind;prs;-;prs;wesan;;aux;;;;;;;;;;;;;Ic nat , cwæð Orosius , for hwi eow Romanum #sindon# þa ærran| gewin swa wel gelicad \& swa lustsumlice on| leoðcwidum to gehieranne , \& for hwy ge þa tida swelcra| broca swa wel hergeað , \& nu , þeh eow lytles| hwæt swelcra gebroca on becume , þonne gemænað ge hit to| þæm wyrrestan tidum , \& magon hie swa hreowlice| wepan swa ge magon þara oþra bliþelice hlihhan .;;;I don't know why you Romans, said Orosius, take so much pleasure in the old wars and so enjoy hearing about them in poems, and why you praise so extravagantly those times with all these afflictions, and now if you suffer just a little of such troubles then you moan about it as being the worst of times, and can weep over them as miserably as you cheerfully laugh over the others.;\cite{Godden2016};
Orosius;3.07,13;816;900;gelicad;ge;3.pl.ind.perf.pass.;3;pl;ind;perf;wesan;perf;līcian;;reste;;;;;;;;;;0;hwȳ;indFrag;Ic nat , cwæð Orosius , for hwi eow Romanum sindon þa ærran| gewin swa wel #gelicad# \& swa lustsumlice on| leoðcwidum to gehieranne , \& for hwy ge þa tida swelcra| broca swa wel hergeað , \& nu , þeh eow lytles| hwæt swelcra gebroca on becume , þonne gemænað ge hit to| þæm wyrrestan tidum , \& magon hie swa hreowlice| wepan swa ge magon þara oþra bliþelice hlihhan .;;;I don't know why you Romans, said Orosius, take so much pleasure in the old wars and so enjoy hearing about them in poems, and why you praise so extravagantly those times with all these afflictions, and now if you suffer just a little of such troubles then you moan about it as being the worst of times, and can weep over them as miserably as you cheerfully laugh over the others.;\cite{Godden2016};
Orosius;3.07,13;817;900;gehieranne;ge;inf.dat.;-;-;inf;prs;-;inf;hīeran;kognitiv;?;;sub;nom;;lustsumlīċe;;;ġewinn;unbel;0;hwȳ;indFrag;Ic nat , cwæð Orosius , for hwi eow Romanum sindon þa ærran| gewin swa wel gelicad \& swa lustsumlice on| leoðcwidum to #gehieranne# , \& for hwy ge þa tida swelcra| broca swa wel hergeað , \& nu , þeh eow lytles| hwæt swelcra gebroca on becume , þonne gemænað ge hit to| þæm wyrrestan tidum , \& magon hie swa hreowlice| wepan swa ge magon þara oþra bliþelice hlihhan .;;;I don't know why you Romans, said Orosius, take so much pleasure in the old wars and so enjoy hearing about them in poems, and why you praise so extravagantly those times with all these afflictions, and now if you suffer just a little of such troubles then you moan about it as being the worst of times, and can weep over them as miserably as you cheerfully laugh over the others.;\cite{Godden2016};
Orosius;3.07,13;819;900;gemænað;ge;2.pl.ind.prs.;2;pl;ind;prs;-;prs;mǣnan;;modal;;prn;akk;;;nū;;hit;unbel;0;;HS;Ic nat , cwæð Orosius , for hwi eow Romanum sindon þa ærran| gewin swa wel gelicad \& swa lustsumlice on| leoðcwidum to gehieranne , \& for hwy ge þa tida swelcra| broca swa wel hergeað , \& nu , þeh eow lytles| hwæt swelcra gebroca on becume , þonne #gemænað# ge hit to| þæm wyrrestan tidum , \& magon hie swa hreowlice| wepan swa ge magon þara oþra bliþelice hlihhan .;fut;;I don't know why you Romans, said Orosius, take so much pleasure in the old wars and so enjoy hearing about them in poems, and why you praise so extravagantly those times with all these afflictions, and now if you suffer just a little of such troubles then you moan about it as being the worst of times, and can weep over them as miserably as you cheerfully laugh over the others.;\cite{Godden2016};
Orosius;3.07,13;820;900;magon;;3.pl.ind.prs.;3;pl;ind;prs;-;prs;magan;;modalverb;;;;;;;;;;0;;;Ic nat , cwæð Orosius , for hwi eow Romanum sindon þa ærran| gewin swa wel gelicad \& swa lustsumlice on| leoðcwidum to gehieranne , \& for hwy ge þa tida swelcra| broca swa wel hergeað , \& nu , þeh eow lytles| hwæt swelcra gebroca on becume , þonne gemænað ge hit to| þæm wyrrestan tidum , \& #magon# hie swa hreowlice| wepan swa ge magon þara oþra bliþelice hlihhan .;;;I don't know why you Romans, said Orosius, take so much pleasure in the old wars and so enjoy hearing about them in poems, and why you praise so extravagantly those times with all these afflictions, and now if you suffer just a little of such troubles then you moan about it as being the worst of times, and can weep over them as miserably as you cheerfully laugh over the others.;\cite{Godden2016};
Orosius;3.07,13;821;900;magon;;2.pl.ind.prs.;2;pl;ind;prs;-;prs;magan;;modalverb;;;;;;;;;;0;;;Ic nat , cwæð Orosius , for hwi eow Romanum sindon þa ærran| gewin swa wel gelicad \& swa lustsumlice on| leoðcwidum to gehieranne , \& for hwy ge þa tida swelcra| broca swa wel hergeað , \& nu , þeh eow lytles| hwæt swelcra gebroca on becume , þonne gemænað ge hit to| þæm wyrrestan tidum , \& magon hie swa hreowlice| wepan swa ge #magon# þara oþra bliþelice hlihhan .;;;I don't know why you Romans, said Orosius, take so much pleasure in the old wars and so enjoy hearing about them in poems, and why you praise so extravagantly those times with all these afflictions, and now if you suffer just a little of such troubles then you moan about it as being the worst of times, and can weep over them as miserably as you cheerfully laugh over the others.;\cite{Godden2016};
Orosius;3.07,13;822;900;sint;;2.pl.ind.prs.;2;pl;ind;prs;-;prs;wesan;;hidden;;;;;;;;;;0;ġif;kondSatz;Gif ge swelce þegnas #sint# , swelce ge wenað þæt ge| sien , þonne sceoldon ge swa lustlice eowre agnu| brocu aræfnan , þeh hie læssan sien , swa ge heora sint to| gehieranne .;;;If you were such warriors as you think you are, then you ought to accept your own hardships, though they are slighter, as cheerfully as you listen to theirs.;\cite{Godden2016};
Orosius;3.07,13;823;900;sien;;2.pl.cnj.prs.;2;pl;cnj;prs;-;prs;wesan;;hidden;;;;;;;;;;;;;Gif ge swelce þegnas sint , swelce ge wenað þæt ge| #sien# , þonne sceoldon ge swa lustlice eowre agnu| brocu aræfnan , þeh hie læssan sien , swa ge heora sint to| gehieranne .;;;If you were such warriors as you think you are, then you ought to accept your own hardships, though they are slighter, as cheerfully as you listen to theirs.;\cite{Godden2016};
Orosius;3.07,13;823;900;sceoldon;;2.pl.ind.prt.;2;pl;ind;prt;-;prt;sculan;;modalverb;;;;;;;;;;0;;;Gif ge swelce þegnas sint , swelce ge wenað þæt ge| sien , þonne #sceoldon# ge swa lustlice eowre agnu| brocu aræfnan , þeh hie læssan sien , swa ge heora sint to| gehieranne .;;;If you were such warriors as you think you are, then you ought to accept your own hardships, though they are slighter, as cheerfully as you listen to theirs.;\cite{Godden2016};
Orosius;3.07,13;824;900;sien;;3.pl.cnj.prs.;3;pl;cnj;prs;-;prs;wesan;;hidden;;;;;;;;;;;;;Gif ge swelce þegnas sint , swelce ge wenað þæt ge| sien , þonne sceoldon ge swa lustlice eowre agnu| brocu aræfnan , þeh hie læssan #sien# , swa ge heora sint to| gehieranne .;;;If you were such warriors as you think you are, then you ought to accept your own hardships, though they are slighter, as cheerfully as you listen to theirs.;\cite{Godden2016};
Orosius;3.07,13;825;900;gehieranne;ge;inf.dat.;-;-;inf;prs;-;inf;hīeran;kognitiv;?;wesan;prn;nom;;;;swā;wesan;bel;0;swā;indFrag;Gif ge swelce þegnas sint , swelce ge wenað þæt ge| sien , þonne sceoldon ge swa lustlice eowre agnu| brocu aræfnan , þeh hie læssan sien , swa ge heora sint to| #gehieranne# .;;Übersetzung?;If you were such warriors as you think you are, then you ought to accept your own hardships, though they are slighter, as cheerfully as you listen to theirs.;\cite{Godden2016};
Orosius;3.07,13;826;900;þuhte;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;þynċan;inhalt;aspekt;;adj;nom;dat;;;;tīd;unbel;0;;HS;"þonne #þuhte# eow þas tida beteran þonne þa , for þon eowre| brocu nu læssan sindon þonne heora þa wære ․| For þon Philippus wæs XXV wintra Creca folc hienende ,| ægþer ge heora byrig bærnende ge hiera folc sleande ,| \& sume on elþiodige forsende ; \& eower Romana brocu ,| þe ge ðær ealneg drifað , næs buton þrie| dagas .";;;You would then consider these present times to be better than those, since your hardships are less than those were, since Philip was harrying the Greeks for twentyfive years, burning their cities, killing their people and dispatching some to foreign lands, and the sufferings of you Romans, that you moan about all the time, lasted just three days.;\cite{Godden2016};
Orosius;3.07,13;829;900;sleande;0;prc.prs.act.n.sg.m.st.;-;sg;prc;prs;-;ger;slēan;töten;reste;;sub;akk;;;;;folc;bel;0;;;"þonne þuhte eow þas tida beteran þonne þa , for þon eowre| brocu nu læssan sindon þonne heora þa wære ․| For þon Philippus wæs XXV wintra Creca folc hienende ,| ægþer ge heora byrig bærnende ge hiera folc #sleande# ,| \& sume on elþiodige forsende ; \& eower Romana brocu ,| þe ge ðær ealneg drifað , næs buton þrie| dagas .";;;You would then consider these present times to be better than those, since your hardships are less than those were, since Philip was harrying the Greeks for twentyfive years, burning their cities, killing their people and dispatching some to foreign lands, and the sufferings of you Romans, that you moan about all the time, lasted just three days.;\cite{Godden2016};
Orosius;3.07,13;833;900;mehte;;3.sg.ind.prt.;3;sg;ind;prt;-;prt;magan;;modalverb;;;;;;;;;;0;;;Philippuses yfel #mehte# þeh þagiet be sumum dæle gemetlic| þyncan , ær se swelgend to rice feng , Alexander| his sunu ,;;;But the evils of Philip might seem to some degree quite measured, before his all-devouring son Alexander came to the throne,;\cite{Godden2016};
Orosius;3.07,13;834;900;feng;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;fōn;;?;;;;tō+;;;;;unbel;0;ǣr;tempSatz;Philippuses yfel mehte þeh þagiet be sumum dæle gemetlic| þyncan , ær se swelgend to rice #feng# , Alexander| his sunu ,;;;But the evils of Philip might seem to some degree quite measured, before his all-devouring son Alexander came to the throne,;\cite{Godden2016};
Orosius;3.07,13;835;900;gesugian;ge;inf.;-;-;inf;prs;-;inf;swīgian;;hapax;sculan;sub;akk;;;nū,hwīle;;dǣd;unbel;0;þēah;konz;þeh ic nu his dæda sume hwile #gesugian# scyle ,| oþ ic Romana gesecge þe on ðæm ilcan tidun gedon wæran .;;!;though I must fall silent about his deeds for a while, until I have described the actions of the Romans that were done at the same time.;\cite{Godden2016};
Orosius;3.07,13;835;900;scyle;;1.sg.cnj.prs.;1;sg;cnj;prs;-;prs;sculan;;modalverb;;;;;;;;;;0;;;þeh ic nu his dæda sume hwile gesugian #scyle# ,| oþ ic Romana gesecge þe on ðæm ilcan tidun gedon wæran .;;;though I must fall silent about his deeds for a while, until I have described the actions of the Romans that were done at the same time.;\cite{Godden2016};
Orosius;3.07,13;836;900;gesecge;ge;1.sg.ind.prs.;1;sg;ind;prs;-;prs;seċġan;inhalt;gram;;sub;akk;;;;;dǣd;unbel;0;ōþ;tempSatz;þeh ic nu his dæda sume hwile gesugian scyle ,| oþ ic Romana #gesecge# þe on ðæm ilcan tidun gedon wæran .;fut;;though I must fall silent about his deeds for a while, until I have described the actions of the Romans that were done at the same time.;\cite{Godden2016};
Orosius;3.07,13;836;900;gedon;ge;3.pl.ind.pperf.pass.;3;pl;ind;pperf;wesan;perf;dōn;empty;aspekt;;;;;;;;;;0;þe;relSatz;þeh ic nu his dæda sume hwile gesugian scyle ,| oþ ic Romana gesecge þe on ðæm ilcan tidun #gedon# wæran .;;;though I must fall silent about his deeds for a while, until I have described the actions of the Romans that were done at the same time.;\cite{Godden2016};
Orosius;3.07,13;836;900;wæran;;3.pl.ind.prt.;3;pl;ind;prt;-;prt;wesan;;aux;;;;;;;;;;;;;þeh ic nu his dæda sume hwile gesugian scyle ,| oþ ic Romana gesecge þe on ðæm ilcan tidun gedon #wæran# .;;;though I must fall silent about his deeds for a while, until I have described the actions of the Romans that were done at the same time.;\cite{Godden2016};
Orosius;5.06,01;838;900;getimbred;ge;3.sg.ind.pperf.pass.;3;sg;ind;pperf;wesan;perf;timbran;bauen;?;;sub;nom;;;;;burg;unbel;0;æfter+;tempSatz;æfter þæm þe Romeburg #getimbred# wæs DC wintrum \& XXVII ,| Fauius se consul gemette Betuitusan , Gallia| cyning , \& hiene mid lytlum fultume ofercom .;;;Six hundred and twenty-seven years after Rome was built, the consul Fabius fought with Bituitus the king of the Gauls and defeated him with a small force.;\cite{Godden2016};
Orosius;5.06,01;839;900;gemette;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;mētan;;?;;sub;akk;;;æfter…;;cyning;bel;0;;HS;æfter þæm þe Romeburg getimbred wæs DC wintrum \& XXVII ,| Fauius se consul #gemette# Betuitusan , Gallia| cyning , \& hiene mid lytlum fultume ofercom .;;;Six hundred and twenty-seven years after Rome was built, the consul Fabius fought with Bituitus the king of the Gauls and defeated him with a small force.;\cite{Godden2016};
Orosius;5.07,01;841;900;getimbred;ge;3.sg.ind.pperf.pass.;3;sg;ind;pperf;wesan;perf;timbran;bauen;?;;sub;nom;;;;;burg;unbel;0;æfter+;tempSatz;æfter þæm þe Romeburg #getimbred# wæs DC wintra \& XXXV ,| þa þa Scipia Nasica \& Lucius Calfurnius wæron| consulas on Rome , Romane wunnon wið Geoweorþan , Numeðia| cyninge .;;;Six hundred and thirty-five years after Rome was built, when Scipio Nasica and Lucius Calpurnius were consuls in Rome, the Romans fought against Jugurtha king of Numidia.;\cite{Godden2016};
Orosius;5.07,01;843;900;wunnon;0;3.pl.ind.prt.;3;pl;ind;prt;-;prt;winnan;;gram;;;;wiþ+?;;æfter…;;;;0;;HS;æfter þæm þe Romeburg getimbred wæs DC wintra \& XXXV ,| þa þa Scipia Nasica \& Lucius Calfurnius wæron| consulas on Rome , Romane #wunnon# wið Geoweorþan , Numeðia| cyninge .;;;Six hundred and thirty-five years after Rome was built, when Scipio Nasica and Lucius Calpurnius were consuls in Rome, the Romans fought against Jugurtha king of Numidia.;\cite{Godden2016};
Orosius;5.07,01;846;900;fedan;0;inf.;-;-;inf;prs;-;inf;fēdan;;prc-only;hātan;;;;;;;;;0;;HS;Se ilca Geoweorða wæs Mecipsuses mæg , Numeðia cyninges ․| \& he hiene on his geogoðe underfeng , \& hiene #fedan# het , \&| tyhtan mid his twam sunum .;;;This Jugurtha was the kinsman of Micipsa the king of Numidia, who adopted him in his youth and ordered him to be fed and educated with his two sons.;\cite{Godden2016};
Orosius;5.07,01;846;900;het;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;hātan;befehlen;sem;;AcI;;;;;;;;0;;HS;Se ilca Geoweorða wæs Mecipsuses mæg , Numeðia cyninges ․| \& he hiene on his geogoðe underfeng , \& hiene fedan #het# , \&| tyhtan mid his twam sunum .;;;This Jugurtha was the kinsman of Micipsa the king of Numidia, who adopted him in his youth and ordered him to be fed and educated with his two sons.;\cite{Godden2016};
Orosius;5.07,01;848;900;gefor;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;faran;sterben;gram;;;;;;;;;;0;þā;tempSatz;\& þa se cyning #gefor# , he bebead his twæm sunum þæt hie| þæs rices þriddan dæl Geoweorþan sealden .;;;When the king died he ordered his two sons to give a third part of the kingdom to Jugurtha.;\cite{Godden2016};
Orosius;5.07,01;849;900;sealden;0;3.pl.cnj.prt.;3;pl;cnj;prt;-;prt;sellan;;aspekt;;sub;akk;dat;;;;dǣl;unbel;0;bebiddan;dassSatz;\& þa se cyning gefor , he bebead his twæm sunum þæt hie| þæs rices þriddan dæl Geoweorþan #sealden# .;;;When the king died he ordered his two sons to give a third part of the kingdom to Jugurtha.;\cite{Godden2016};
